From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
H0YIE8	H0YIE8	unreviewed	H0YIE8_HUMAN	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1)	WDR83	Homo sapiens (Human)	211
Q5XUX1	Q5XUX1	reviewed	FBXW9_HUMAN	F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9)	FBXW9 FBW9	Homo sapiens (Human)	458
B4DZ46	B4DZ46	unreviewed	B4DZ46_HUMAN	cDNA FLJ52949, highly similar to F-box/WD repeat protein 9		Homo sapiens (Human)	196
O14787	O14787	reviewed	TNPO2_HUMAN	Transportin-2 (Karyopherin beta-2b)	TNPO2	Homo sapiens (Human)	897
P27797	P27797	reviewed	CALR_HUMAN	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	Homo sapiens (Human)	417
O00555	O00555	reviewed	CAC1A_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)	CACNA1A CACH4 CACN3 CACNL1A4	Homo sapiens (Human)	2506
Q6PEZ8	Q6PEZ8	reviewed	PONL1_HUMAN	Podocan-like protein 1	PODNL1 SLRR5B	Homo sapiens (Human)	512
Q9UM47	Q9UM47	reviewed	NOTC3_HUMAN	Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain]	NOTCH3	Homo sapiens (Human)	2321
M0QX38	M0QX38	unreviewed	M0QX38_HUMAN	Notch receptor 3	NOTCH3	Homo sapiens (Human)	177
Q9UBC2	Q9UBC2	reviewed	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1 EPS15R	Homo sapiens (Human)	864
Q96L12	Q96L12	reviewed	CALR3_HUMAN	Calreticulin-3 (Calreticulin-2) (Calsperin)	CALR3 CRT2	Homo sapiens (Human)	384
Q8IWX8	Q8IWX8	reviewed	CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	CHERP DAN26 SCAF6	Homo sapiens (Human)	916
F8W0U9	F8W0U9	unreviewed	F8W0U9_HUMAN	NACHT and WD repeat domain containing 1	NWD1	Homo sapiens (Human)	1522
Q149M9	Q149M9	reviewed	NWD1_HUMAN	NACHT domain- and WD repeat-containing protein 1	NWD1	Homo sapiens (Human)	1564
A0A0A0MSC6	A0A0A0MSC6	unreviewed	A0A0A0MSC6_HUMAN	Ankyrin repeat and LEM domain containing 1	ANKLE1	Homo sapiens (Human)	385
Q8NAG6	Q8NAG6	reviewed	ANKL1_HUMAN	Ankyrin repeat and LEM domain-containing protein 1 (EC 3.1.-.-) (Ankyrin repeat domain-containing protein 41) (LEM-domain containing protein 3)	ANKLE1 ANKRD41 LEM3	Homo sapiens (Human)	615
Q8N386	Q8N386	reviewed	LRC25_HUMAN	Leucine-rich repeat-containing protein 25 (Monocyte and plasmacytoid-activated protein)	LRRC25 MAPA UNQ6169/PRO20174	Homo sapiens (Human)	305
Q14318	Q14318	reviewed	FKBP8_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	FKBP8 FKBP38	Homo sapiens (Human)	412
A0A0A0MTJ1	A0A0A0MTJ1	unreviewed	A0A0A0MTJ1_HUMAN	FKBP prolyl isomerase 8	FKBP8	Homo sapiens (Human)	249
Q53HC5	Q53HC5	reviewed	KLH26_HUMAN	Kelch-like protein 26	KLHL26	Homo sapiens (Human)	615
P49747	P49747	reviewed	COMP_HUMAN	Cartilage oligomeric matrix protein (COMP) (Thrombospondin-5) (TSP5)	COMP	Homo sapiens (Human)	757
A8K3I0	A8K3I0	unreviewed	A8K3I0_HUMAN	cDNA FLJ78437, highly similar to Homo sapiens cartilage oligomeric matrix protein (COMP), mRNA		Homo sapiens (Human)	757
Q8IX01	Q8IX01	reviewed	SUGP2_HUMAN	SURP and G-patch domain-containing protein 2 (Arginine/serine-rich-splicing factor 14) (Splicing factor, arginine/serine-rich 14)	SUGP2 KIAA0365 SFRS14	Homo sapiens (Human)	1082
Q6NXE6	Q6NXE6	reviewed	ARMC6_HUMAN	Armadillo repeat-containing protein 6	ARMC6	Homo sapiens (Human)	501
B4E1N1	B4E1N1	unreviewed	B4E1N1_HUMAN	Armadillo repeat containing 6 (cDNA FLJ50945, highly similar to Armadillo repeat-containing protein 6)	ARMC6	Homo sapiens (Human)	408
Q86VD7	Q86VD7	reviewed	S2542_HUMAN	Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)	SLC25A42	Homo sapiens (Human)	318
B7Z8R5	B7Z8R5	unreviewed	B7Z8R5_HUMAN	cDNA FLJ54826, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 (SLC25A16), mRNA		Homo sapiens (Human)	218
O14593	O14593	reviewed	RFXK_HUMAN	DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)	RFXANK ANKRA1 RFXB	Homo sapiens (Human)	260
A0A024R7P0	A0A024R7P0	unreviewed	A0A024R7P0_HUMAN	Regulatory factor X associated ankyrin containing protein (Regulatory factor X-associated ankyrin-containing protein, isoform CRA_c)	RFXANK hCG_38560	Homo sapiens (Human)	237
K7ENE6	K7ENE6	unreviewed	K7ENE6_HUMAN	Regulatory factor X associated ankyrin containing protein	RFXANK	Homo sapiens (Human)	145
F5GY33	F5GY33	unreviewed	F5GY33_HUMAN	Regulatory factor X associated ankyrin containing protein	RFXANK	Homo sapiens (Human)	188
Q8IWZ8	Q8IWZ8	reviewed	SUGP1_HUMAN	SURP and G-patch domain-containing protein 1 (RNA-binding protein RBP) (Splicing factor 4)	SUGP1 SF4	Homo sapiens (Human)	645
Q9Y6X3	Q9Y6X3	reviewed	SCC4_HUMAN	MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog)	MAU2 KIAA0892 SCC4	Homo sapiens (Human)	613
Q96NW4	Q96NW4	reviewed	ANR27_HUMAN	Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein)	ANKRD27 PP12899	Homo sapiens (Human)	1050
K7EIH4	K7EIH4	unreviewed	K7EIH4_HUMAN	Ankyrin repeat domain 27	ANKRD27	Homo sapiens (Human)	174
K7EPH1	K7EPH1	unreviewed	K7EPH1_HUMAN	WD repeat domain 88	WDR88	Homo sapiens (Human)	164
Q6ZMY6	Q6ZMY6	reviewed	WDR88_HUMAN	WD repeat-containing protein 88 (PQQ repeat and WD repeat-containing protein)	WDR88 PQWD	Homo sapiens (Human)	472
Q8N135	Q8N135	reviewed	LGI4_HUMAN	Leucine-rich repeat LGI family member 4 (LGI1-like protein 3) (Leucine-rich glioma-inactivated protein 4)	LGI4 LGIL3 UNQ6515/PRO21485	Homo sapiens (Human)	537
Q658V8	Q658V8	unreviewed	Q658V8_HUMAN	Uncharacterized protein DKFZp666C182	DKFZp666C182	Homo sapiens (Human)	449
K7ENQ0	K7ENQ0	unreviewed	K7ENQ0_HUMAN	Leucine rich repeat LGI family member 4	LGI4	Homo sapiens (Human)	378
A8MVC2	A8MVC2	unreviewed	A8MVC2_HUMAN	Leucine rich repeat LGI family member 4	LGI4	Homo sapiens (Human)	494
A0A286YF31	A0A286YF31	unreviewed	A0A286YF31_HUMAN	NFKB inhibitor delta	NFKBID	Homo sapiens (Human)	455
Q8NI38	Q8NI38	reviewed	IKBD_HUMAN	NF-kappa-B inhibitor delta (NFKB inhibitor delta) (I-kappa-B-delta) (IkB-delta) (IkappaBdelta) (IkappaBNS) (T-cell activation NFKB-like protein) (TA-NFKBH)	NFKBID IKBNS	Homo sapiens (Human)	313
Q9BTN0	Q9BTN0	reviewed	LRFN3_HUMAN	Leucine-rich repeat and fibronectin type-III domain-containing protein 3 (Synaptic adhesion-like molecule 4)	LRFN3 SALM4 UNQ5865/PRO34192	Homo sapiens (Human)	628
Q96DZ5	Q96DZ5	reviewed	CLIP3_HUMAN	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Homo sapiens (Human)	547
B3KR09	B3KR09	unreviewed	B3KR09_HUMAN	cDNA FLJ33413 fis, clone BRACE2019528, highly similar to Cytoplasmic linker protein 170-related 59 kDa protein		Homo sapiens (Human)	429
O43379	O43379	reviewed	WDR62_HUMAN	WD repeat-containing protein 62	WDR62 C19orf14	Homo sapiens (Human)	1518
A0A7P0T9D9	A0A7P0T9D9	unreviewed	A0A7P0T9D9_HUMAN	WD repeat domain 62	WDR62	Homo sapiens (Human)	1440
Q6ZQQ6	Q6ZQQ6	reviewed	WDR87_HUMAN	WD repeat-containing protein 87 (Testis development protein NYD-SP11)	WDR87	Homo sapiens (Human)	2873
A0AA75ISB7	A0AA75ISB7	unreviewed	A0AA75ISB7_HUMAN	WD repeat domain 87	WDR87	Homo sapiens (Human)	2912
P21817	P21817	reviewed	RYR1_HUMAN	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)	RYR1 RYDR	Homo sapiens (Human)	5038
O43707	O43707	reviewed	ACTN4_HUMAN	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	ACTN4	Homo sapiens (Human)	911
Q59EM7	Q59EM7	unreviewed	Q59EM7_HUMAN	NF-kappaB inhibitor beta variant		Homo sapiens (Human)	361
Q15653	Q15653	reviewed	IKBB_HUMAN	NF-kappa-B inhibitor beta (NF-kappa-BIB) (I-kappa-B-beta) (IkB-B) (IkB-beta) (IkappaBbeta) (Thyroid receptor-interacting protein 9) (TR-interacting protein 9) (TRIP-9)	NFKBIB IKBB TRIP9	Homo sapiens (Human)	356
G5E9C2	G5E9C2	unreviewed	G5E9C2_HUMAN	NFKB inhibitor beta	NFKBIB	Homo sapiens (Human)	270
I3L1A4	I3L1A4	unreviewed	I3L1A4_HUMAN	NFKB inhibitor beta	NFKBIB	Homo sapiens (Human)	149
Q9P244	Q9P244	reviewed	LRFN1_HUMAN	Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2)	LRFN1 KIAA1484 SALM2	Homo sapiens (Human)	771
P26651	P26651	reviewed	TTP_HUMAN	mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	Homo sapiens (Human)	326
O00267	O00267	reviewed	SPT5H_HUMAN	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087
Q8N6N2	Q8N6N2	reviewed	TTC9B_HUMAN	Tetratricopeptide repeat protein 9B (TPR repeat protein 9B)	TTC9B	Homo sapiens (Human)	239
Q9BXM0	Q9BXM0	reviewed	PRAX_HUMAN	Periaxin	PRX KIAA1620	Homo sapiens (Human)	1461
Q9H254	Q9H254	reviewed	SPTN4_HUMAN	Spectrin beta chain, non-erythrocytic 4 (Beta-IV spectrin) (Spectrin, non-erythroid beta chain 3)	SPTBN4 KIAA1642 SPTBN3	Homo sapiens (Human)	2564
Q8TBC3	Q8TBC3	reviewed	SHKB1_HUMAN	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203	Homo sapiens (Human)	707
Q9BUJ2	Q9BUJ2	reviewed	HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)	HNRNPUL1 E1BAP5 HNRPUL1	Homo sapiens (Human)	856
Q7Z7M0	Q7Z7M0	reviewed	MEGF8_HUMAN	Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)	MEGF8 C19orf49 EGFL4 KIAA0817	Homo sapiens (Human)	2845
B7Z3N9	B7Z3N9	unreviewed	B7Z3N9_HUMAN	cDNA FLJ51484, highly similar to B-cell lymphoma 3-encoded protein		Homo sapiens (Human)	356
P20749	P20749	reviewed	BCL3_HUMAN	B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3)	BCL3 BCL4 D19S37	Homo sapiens (Human)	454
P02649	P02649	reviewed	APOE_HUMAN	Apolipoprotein E (Apo-E)	APOE	Homo sapiens (Human)	317
O75864	O75864	reviewed	PPR37_HUMAN	Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68)	PPP1R37 KIAA1986 LRRC68	Homo sapiens (Human)	691
Q6P597	Q6P597	reviewed	KLC3_HUMAN	Kinesin light chain 3 (KLC2-like) (kinesin light chain 2)	KLC3 KLC2 KLC2L	Homo sapiens (Human)	504
K7EL76	K7EL76	unreviewed	K7EL76_HUMAN	Kinesin light chain	KLC3	Homo sapiens (Human)	396
Q8WUF5	Q8WUF5	reviewed	IASPP_HUMAN	RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)	PPP1R13L IASPP NKIP1 PPP1R13BL RAI	Homo sapiens (Human)	828
A7YME7	A7YME7	unreviewed	A7YME7_HUMAN	IASPP short isoform (Protein phosphatase 1, regulatory (Inhibitor) subunit 13 like, isoform CRA_b)	PPP1R13L hCG_1776776	Homo sapiens (Human)	407
P50552	P50552	reviewed	VASP_HUMAN	Vasodilator-stimulated phosphoprotein (VASP)	VASP	Homo sapiens (Human)	380
B7Z2F5	B7Z2F5	unreviewed	B7Z2F5_HUMAN	cDNA FLJ55918, highly similar to Echinoderm microtubule-associated protein-like 2		Homo sapiens (Human)	807
O95834	O95834	reviewed	EMAL2_HUMAN	Echinoderm microtubule-associated protein-like 2 (EMAP-2) (HuEMAP-2)	EML2 EMAP2 EMAPL2	Homo sapiens (Human)	649
A0A0C4DGQ7	A0A0C4DGQ7	unreviewed	A0A0C4DGQ7_HUMAN	EMAP like 2	EML2	Homo sapiens (Human)	427
Q09019	Q09019	reviewed	DMWD_HUMAN	Dystrophia myotonica WD repeat-containing protein (Dystrophia myotonica-containing WD repeat motif protein) (Protein 59) (Protein DMR-N9)	DMWD DM9	Homo sapiens (Human)	674
G5E9A7	G5E9A7	unreviewed	G5E9A7_HUMAN	DM1 locus, WD repeat containing (Dystrophia myotonica-containing WD repeat motif, isoform CRA_a)	DMWD hCG_2039154	Homo sapiens (Human)	649
Q92797	Q92797	reviewed	SYMPK_HUMAN	Symplekin	SYMPK SPK	Homo sapiens (Human)	1274
P53041	P53041	reviewed	PPP5_HUMAN	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	PPP5C PPP5	Homo sapiens (Human)	499
B2R6R6	B2R6R6	unreviewed	B2R6R6_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)		Homo sapiens (Human)	499
Q9NRL3	Q9NRL3	reviewed	STRN4_HUMAN	Striatin-4 (Zinedin)	STRN4 ZIN	Homo sapiens (Human)	753
B3KPF6	B3KPF6	unreviewed	B3KPF6_HUMAN	cDNA FLJ31732 fis, clone NT2RI2006856, highly similar to Striatin-4		Homo sapiens (Human)	365
M0R317	M0R317	unreviewed	M0R317_HUMAN	Striatin 4	STRN4	Homo sapiens (Human)	198
Q9UPR5	Q9UPR5	reviewed	NAC2_HUMAN	Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2)	SLC8A2 KIAA1087 NCX2	Homo sapiens (Human)	921
Q9BQ67	Q9BQ67	reviewed	GRWD1_HUMAN	Glutamate-rich WD repeat-containing protein 1	GRWD1 GRWD KIAA1942 WDR28	Homo sapiens (Human)	446
B2RDP6	B2RDP6	unreviewed	B2RDP6_HUMAN	Glutamate-rich WD repeat-containing protein 1		Homo sapiens (Human)	446
B4DTI1	B4DTI1	unreviewed	B4DTI1_HUMAN	Glutamate-rich WD repeat-containing protein 1		Homo sapiens (Human)	188
M0QX71	M0QX71	unreviewed	M0QX71_HUMAN	Glutamate rich WD repeat containing 1	GRWD1	Homo sapiens (Human)	228
O75807	O75807	reviewed	PR15A_HUMAN	Protein phosphatase 1 regulatory subunit 15A (Growth arrest and DNA damage-inducible protein GADD34) (Myeloid differentiation primary response protein MyD116 homolog)	PPP1R15A GADD34	Homo sapiens (Human)	674
P23327	P23327	reviewed	SRCH_HUMAN	Sarcoplasmic reticulum histidine-rich calcium-binding protein	HRC HCP	Homo sapiens (Human)	699
P37198	P37198	reviewed	NUP62_HUMAN	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	NUP62	Homo sapiens (Human)	522
Q9NT99	Q9NT99	reviewed	LRC4B_HUMAN	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	LRRC4B LRIG4	Homo sapiens (Human)	713
Q9Y566	Q9Y566	reviewed	SHAN1_HUMAN	SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP)	SHANK1	Homo sapiens (Human)	2161
H9KV90	H9KV90	unreviewed	H9KV90_HUMAN	SH3 and multiple ankyrin repeat domains 1	SHANK1	Homo sapiens (Human)	2169
P30153	P30153	reviewed	2AAA_HUMAN	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2Aa) (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)	PPP2R1A	Homo sapiens (Human)	589
A0A994J3N8	A0A994J3N8	unreviewed	A0A994J3N8_HUMAN	Protein phosphatase 2 scaffold subunit Aalpha	PPP2R1A	Homo sapiens (Human)	581
A0A994J3H1	A0A994J3H1	unreviewed	A0A994J3H1_HUMAN	Protein phosphatase 2 scaffold subunit Aalpha	PPP2R1A	Homo sapiens (Human)	603
E9PH38	E9PH38	unreviewed	E9PH38_HUMAN	Protein phosphatase 2 scaffold subunit Aalpha	PPP2R1A	Homo sapiens (Human)	132
Q96P09	Q96P09	reviewed	BIRC8_HUMAN	Baculoviral IAP repeat-containing protein 8 (Inhibitor of apoptosis-like protein 2) (IAP-like protein 2) (ILP-2) (Testis-specific inhibitor of apoptosis)	BIRC8 ILP2	Homo sapiens (Human)	236
P59046	P59046	reviewed	NAL12_HUMAN	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	NLRP12 NALP12 PYPAF7 RNO	Homo sapiens (Human)	1061
Q8WX94	Q8WX94	reviewed	NALP7_HUMAN	NACHT, LRR and PYD domains-containing protein 7 (Nucleotide-binding oligomerization domain protein 12) (PYRIN-containing APAF1-like protein 3)	NLRP7 NALP7 NOD12 PYPAF3	Homo sapiens (Human)	980
Q9NX02	Q9NX02	reviewed	NALP2_HUMAN	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)	NLRP2 NALP2 NBS1 PAN1 PYPAF2	Homo sapiens (Human)	1062
B4DLW4	B4DLW4	unreviewed	B4DLW4_HUMAN	cDNA FLJ60300, highly similar to Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 12C (PPP1R12C), mRNA		Homo sapiens (Human)	538
Q9BZL4	Q9BZL4	reviewed	PP12C_HUMAN	Protein phosphatase 1 regulatory subunit 12C (Protein phosphatase 1 myosin-binding subunit of 85 kDa) (Protein phosphatase 1 myosin-binding subunit p85)	PPP1R12C LENG3 MBS85	Homo sapiens (Human)	782
K7EL81	K7EL81	unreviewed	K7EL81_HUMAN	Protein phosphatase 1 regulatory subunit 12C	PPP1R12C	Homo sapiens (Human)	737
Q9NZL4	Q9NZL4	reviewed	HPBP1_HUMAN	Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-binding protein 2) (HspBP2) (Hsp70-interacting protein 1) (Hsp70-interacting protein 2)	HSPBP1 HSPBP PP1845	Homo sapiens (Human)	359
Q5EBL2	Q5EBL2	reviewed	ZN628_HUMAN	Zinc finger protein 628	ZNF628	Homo sapiens (Human)	1059
Q9Y6I3	Q9Y6I3	reviewed	EPN1_HUMAN	Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)	EPN1	Homo sapiens (Human)	576
Q7RTR0	Q7RTR0	reviewed	NLRP9_HUMAN	NACHT, LRR and PYD domains-containing protein 9 (Nucleotide-binding oligomerization domain protein 6) (PYRIN and NACHT-containing protein 12)	NLRP9 NALP9 NOD6 PAN12	Homo sapiens (Human)	991
P59045	P59045	reviewed	NAL11_HUMAN	NACHT, LRR and PYD domains-containing protein 11 (Nucleotide-binding oligomerization domain protein 17) (PAAD-and NACHT domain-containing protein 10) (PYRIN-containing APAF1-like protein 6)	NLRP11 NALP11 NOD17 PAN10 PYPAF6	Homo sapiens (Human)	1033
Q96MN2	Q96MN2	reviewed	NALP4_HUMAN	NACHT, LRR and PYD domains-containing protein 4 (Cancer/testis antigen 58) (CT58) (PAAD and NACHT-containing protein 2) (PAN2) (PYRIN and NACHT-containing protein 2) (PYRIN-containing APAF1-like protein 4) (PYPAF4) (Ribonuclease inhibitor 2)	NLRP4 NALP4 PAN2 PYPAF4 RNH2	Homo sapiens (Human)	994
Q86W25	Q86W25	reviewed	NAL13_HUMAN	NACHT, LRR and PYD domains-containing protein 13 (Nucleotide-binding oligomerization domain protein 14)	NLRP13 NALP13 NOD14	Homo sapiens (Human)	1043
Q86W28	Q86W28	reviewed	NALP8_HUMAN	NACHT, LRR and PYD domains-containing protein 8 (Nucleotide-binding oligomerization domain protein 16) (PYRIN and NACHT-containing protein 4)	NLRP8 NALP8 NOD16 PAN4	Homo sapiens (Human)	1048
P59047	P59047	reviewed	NALP5_HUMAN	NACHT, LRR and PYD domains-containing protein 5 (Mater protein homolog) (Maternal Antigen that Embryos Require)	NLRP5 MATER NALP5	Homo sapiens (Human)	1200
Q9GZU2	Q9GZU2	reviewed	PEG3_HUMAN	Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24)	PEG3 KIAA0287 ZSCAN24	Homo sapiens (Human)	1588
Q2I0M5	Q2I0M5	reviewed	RSPO4_HUMAN	R-spondin-4 (Roof plate-specific spondin-4) (hRspo4)	RSPO4 C20orf182	Homo sapiens (Human)	234
P14678	P14678	reviewed	RSMB_HUMAN	Small nuclear ribonucleoprotein-associated proteins B and B' (snRNP-B) (Sm protein B/B') (Sm-B/B') (SmB/B')	SNRPB COD SNRPB1	Homo sapiens (Human)	240
O75882	O75882	reviewed	ATRN_HUMAN	Attractin (DPPT-L) (Mahogany homolog)	ATRN KIAA0548 MGCA	Homo sapiens (Human)	1429
P04156	P04156	reviewed	PRIO_HUMAN	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	PRNP ALTPRP PRIP PRP	Homo sapiens (Human)	253
Q8WUT4	Q8WUT4	reviewed	LRRN4_HUMAN	Leucine-rich repeat neuronal protein 4 (Neuronal leucine-rich repeat protein 4) (NLRR-4)	LRRN4 C20orf75	Homo sapiens (Human)	740
Q8TCA8	Q8TCA8	unreviewed	Q8TCA8_HUMAN	Ankyrin repeat domain 5	ANKRD5	Homo sapiens (Human)	776
Q9NU02	Q9NU02	reviewed	ANKE1_HUMAN	Ankyrin repeat and EF-hand domain-containing protein 1 (Ankyrin repeat domain-containing protein 5)	ANKEF1 ANKRD5	Homo sapiens (Human)	776
Q5TEA6	Q5TEA6	reviewed	SE1L2_HUMAN	Protein sel-1 homolog 2 (Suppressor of lin-12-like protein 2) (Sel-1L2)	SEL1L2 C20orf50	Homo sapiens (Human)	688
Q9NZU0	Q9NZU0	reviewed	FLRT3_HUMAN	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	FLRT3 KIAA1469 UNQ856/PRO1865	Homo sapiens (Human)	649
Q9P2E9	Q9P2E9	reviewed	RRBP1_HUMAN	Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)	RRBP1 KIAA1398	Homo sapiens (Human)	1410
Q9NVP4	Q9NVP4	reviewed	DZAN1_HUMAN	Double zinc ribbon and ankyrin repeat-containing protein 1	DZANK1 C20orf12 C20orf84	Homo sapiens (Human)	752
Q15437	Q15437	reviewed	SC23B_HUMAN	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	SEC23B	Homo sapiens (Human)	767
Q9HC58	Q9HC58	reviewed	NCKX3_HUMAN	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3)	SLC24A3 NCKX3	Homo sapiens (Human)	644
Q9BZJ0	Q9BZJ0	reviewed	CRNL1_HUMAN	Crooked neck-like protein 1 (Crooked neck homolog) (hCrn)	CRNKL1 CRN CGI-201 MSTP021	Homo sapiens (Human)	848
A0A096LNH2	A0A096LNH2	unreviewed	A0A096LNH2_HUMAN	WD repeat-containing protein on Y chromosome	EFCAB8	Homo sapiens (Human)	1288
Q9Y5R2	Q9Y5R2	reviewed	MMP24_HUMAN	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	MMP24 MT5MMP	Homo sapiens (Human)	645
Q2PW48	Q2PW48	unreviewed	Q2PW48_HUMAN	Matrix metalloproteinase 24 variant		Homo sapiens (Human)	593
Q8WYA6	Q8WYA6	reviewed	CTBL1_HUMAN	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19)	CTNNBL1 C20orf33 PP8304	Homo sapiens (Human)	563
Q96T49	Q96T49	reviewed	PP16B_HUMAN	Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP)	PPP1R16B ANKRD4 KIAA0823	Homo sapiens (Human)	567
Q9Y468	Q9Y468	reviewed	LMBL1_HUMAN	Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1)	L3MBTL1 KIAA0681 L3MBT L3MBTL	Homo sapiens (Human)	840
A0A0A0MRR4	A0A0A0MRR4	unreviewed	A0A0A0MRR4_HUMAN	L3MBTL histone methyl-lysine binding protein 1	L3MBTL1	Homo sapiens (Human)	743
A0A3B3IS65	A0A3B3IS65	unreviewed	A0A3B3IS65_HUMAN	L3MBTL histone methyl-lysine binding protein 1	L3MBTL1	Homo sapiens (Human)	497
